subject,condition,block,group,item,word,phoneme,accuracy,raw_rt,means,adjusted_rt,new_rt,new_rt_3_5
23,filler,block2,10,50,near,near,1,1195,1364.625,-169.625,1195,1195
27,target1,block3,20,99,worse,s,1,1529,1698.875,-169.875,1529,1529
22,filler,block4,30,150,dime,dime,1,807,977.5,-170.5,807,807
1,target1,block4,28,137,mass,s,1,874,1044.625,-170.625,874,874
34,target2,block2,10,47,pot,o,1,1849,2019.857143,-170.8571429,1849,1849
4,target2,block2,13,63,band,no,1,1019,1189.875,-170.875,1019,1019
8,filler,block2,12,60,peach,peach,1,978,1149.25,-171.25,978,978
32,filler,block2,14,70,fool,fool,1,1324,1495.25,-171.25,1324,1324
4,target1,block3,17,82,thigh,th,1,837,1008.5,-171.5,837,837
16,target1,block1,3,14,sigh,s,0,1186,1358,-172,1186,1186
8,target1,block1,2,8,worth,th,1,977,1149.25,-172.25,977,977
20,target2,block3,17,81,bad,no,0,1074,1246.375,-172.375,1074,1074
8,target1,block4,28,139,thin,th,1,765,937.875,-172.875,765,765
15,target1,block2,13,64,growth,th,1,1084,1257,-173,1084,1084
35,target1,block3,24,118,pass,s,1,765,938.1428571,-173.1428571,765,765
6,target1,block4,30,147,thick,th,1,598,772.125,-174.125,598,598
2,filler,block2,12,60,peach,peach,1,1073,1247.375,-174.375,1073,1073
14,target1,block1,4,19,myth,th,1,1199,1373.5,-174.5,1199,1199
4,target1,block3,18,88,sink,s,1,834,1008.5,-174.5,834,834
25,filler,block4,25,125,beat,beat,1,884,1058.875,-174.875,884,884
35,target2,block4,31,153,rat,no,1,864,1039.142857,-175.1428571,864,864
13,target2,block4,29,143,stamp,no,1,1187,1363,-176,1187,1187
23,target1,block4,28,137,math,th,0,906,1082,-176,906,906
8,target2,block3,20,97,foster,o,1,876,1052.25,-176.25,876,876
7,target2,block4,27,132,lack,no,1,1111,1287.25,-176.25,1111,1111
7,target1,block2,16,76,myth,th,1,1127,1303.666667,-176.6666667,1127,1127
8,target2,block4,26,128,hot,o,1,761,937.875,-176.875,761,761
15,target2,block3,17,84,bond,o,1,941,1118.142857,-177.1428571,941,941
31,target1,block4,32,156,mouse,s,0,1450,1627.166667,-177.1666667,1450,1450
28,target2,block1,2,7,faster,no,1,1637,1814.25,-177.25,1637,1637
35,target1,block2,15,71,pass,s,1,1396,1573.285714,-177.2857143,1396,1396
20,filler,block2,9,45,buy,buy,1,1208,1385.857143,-177.8571429,1208,1208
32,target1,block4,31,151,face,s,1,828,1005.875,-177.875,828,828
7,filler,block3,24,120,pention,pention,1,886,1064,-178,886,886
34,target2,block3,24,117,faster,no,1,1717,1895.125,-178.125,1717,1717
33,target2,block4,30,149,hat,no,1,872,1050.125,-178.125,872,872
2,target1,block4,27,133,thick,th,0,913,1091.25,-178.25,913,913
9,filler,block2,16,80,devise,devise,1,1193,1371.375,-178.375,1193,1193
5,target1,block2,14,68,sought,s,1,1322,1500.75,-178.75,1322,1322
1,target2,block1,4,18,mop,o,1,1031,1209.875,-178.875,1031,1031
1,target1,block2,10,49,worth,th,1,1031,1209.875,-178.875,1031,1031
28,target1,block2,10,46,gross,s,1,1635,1814.25,-179.25,1635,1635
14,target2,block2,10,48,bond,o,1,1194,1373.5,-179.5,1194,1194
12,filler,block1,3,15,tick,tick,1,1538,1718.125,-180.125,1538,1538
2,filler,block3,20,100,eyes,eyes,1,1013,1193.125,-180.125,1013,1013
23,target1,block3,22,107,sigh,s,1,1001,1181.75,-180.75,1001,1001
20,target1,block4,27,133,sick,s,1,1049,1229.75,-180.75,1049,1049
31,filler,block3,18,90,hey,hey,1,1263,1444.142857,-181.1428571,1263,1263
6,target2,block3,19,93,block,o,1,604,785.375,-181.375,604,604
20,target1,block3,17,82,sigh,s,0,1065,1246.375,-181.375,1065,1065
23,target2,block2,15,73,bod,o,1,1183,1364.625,-181.625,1183,1183
18,filler,block4,31,155,fold,fold,1,954,1136.25,-182.25,954,954
9,target2,block4,25,123,tap,no,1,1156,1338.375,-182.375,1156,1156
28,target1,block4,32,159,some,s,1,1516,1698.428571,-182.4285714,1516,1516
29,filler,block4,26,130,hall,hall,1,1157,1339.75,-182.75,1157,1157
22,target2,block1,5,21,foster,o,1,995,1177.875,-182.875,995,995
33,target2,block1,5,21,foster,o,1,1120,1303,-183,1120,1120
25,filler,block2,16,80,devise,devise,1,1115,1298,-183,1115,1115
33,target1,block2,16,79,theme,th,1,1120,1303,-183,1120,1120
9,target1,block3,20,99,worse,s,1,1199,1382,-183,1199,1199
18,filler,block2,9,45,buy,buy,1,864,1047.25,-183.25,864,864
24,filler,block2,14,70,fool,fool,1,1381,1564.375,-183.375,1381,1381
17,target1,block3,23,111,think,th,1,915,1099,-184,915,915
33,filler,block4,31,155,fold,fold,1,866,1050.125,-184.125,866,866
18,target1,block3,24,116,seem,s,1,973,1157.25,-184.25,973,973
21,target1,block4,28,137,mass,s,1,1332,1516.25,-184.25,1332,1332
21,target2,block3,21,101,band,no,1,1057,1241.625,-184.625,1057,1057
34,target1,block1,8,37,sigh,s,1,1835,2019.857143,-184.8571429,1835,1835
6,target2,block3,24,117,faster,no,1,600,785.375,-185.375,600,600
28,filler,block4,26,130,hall,hall,1,1513,1698.428571,-185.4285714,1513,1513
27,target1,block2,16,79,theme,th,1,1130,1315.625,-185.625,1130,1130
22,target2,block1,2,7,faster,no,1,992,1177.875,-185.875,992,992
30,filler,block4,26,130,hall,hall,1,1231,1417.125,-186.125,1231,1231
32,target2,block3,18,87,cap,no,1,825,1011.375,-186.375,825,825
22,target2,block1,3,13,pat,no,1,991,1177.875,-186.875,991,991
31,filler,block1,5,25,tear,tear,1,1417,1603.875,-186.875,1417,1417
35,filler,block4,32,160,post,post,1,852,1039.142857,-187.1428571,852,852
33,target2,block3,24,117,faster,no,1,674,861.875,-187.875,674,674
18,target2,block1,5,21,foster,o,1,859,1047.25,-188.25,859,859
4,target2,block4,31,153,rat,no,1,899,1087.25,-188.25,899,899
21,target1,block4,26,126,mouse,s,1,1328,1516.25,-188.25,1328,1328
26,filler,block4,31,155,fold,fold,1,956,1144.25,-188.25,956,956
23,target1,block2,12,59,sought,s,0,1176,1364.625,-188.625,1176,1176
31,filler,block2,11,55,tense,tense,1,1415,1603.875,-188.875,1415,1415
13,target2,block4,32,157,top,o,1,1174,1363,-189,1174,1174
18,filler,block1,4,20,core,core,1,858,1047.25,-189.25,858,858
26,target2,block4,25,121,backs,no,1,955,1144.25,-189.25,955,955
2,target2,block3,22,106,map,no,1,1003,1193.125,-190.125,1003,1003
29,filler,block3,19,95,deal,deal,1,1117,1307.142857,-190.1428571,1117,1117
31,filler,block3,24,120,pention,pention,1,1254,1444.142857,-190.1428571,1254,1254
7,target2,block2,9,41,black,no,1,1113,1303.666667,-190.6666667,1113,1113
12,target1,block4,32,159,thumb,th,0,1240,1431,-191,1240,1240
12,target2,block3,24,119,battle,no,1,1197,1388.25,-191.25,1197,1197
36,filler,block3,21,105,know,know,1,1417,1608.25,-191.25,1417,1417
36,target2,block3,22,106,map,no,1,1417,1608.25,-191.25,1417,1417
35,filler,block1,2,10,leak,leak,1,1382,1573.285714,-191.2857143,1382,1382
8,target2,block4,31,153,rat,no,1,746,937.875,-191.875,746,746
3,filler,block3,18,90,hey,hey,1,857,1049,-192,857,857
4,filler,block4,27,135,resign,resign,1,895,1087.25,-192.25,895,895
21,target1,block4,32,156,mouth,th,1,1324,1516.25,-192.25,1324,1324
4,target2,block3,22,106,map,no,1,816,1008.5,-192.5,816,816
1,target2,block3,21,101,band,no,1,942,1134.625,-192.625,942,942
17,target2,block4,32,158,lock,o,1,1443,1635.857143,-192.8571429,1443,1443
8,target2,block3,21,101,band,no,1,859,1052.25,-193.25,859,859
2,filler,block1,6,30,male,male,1,1054,1247.375,-193.375,1054,1054
26,filler,block1,8,40,dental,dental,1,1128,1321.375,-193.375,1128,1128
10,target2,block2,11,52,bad,no,1,1201,1394.875,-193.875,1201,1201
22,target2,block2,13,63,band,no,1,984,1177.875,-193.875,984,984
33,target1,block3,20,96,theme,th,1,668,861.875,-193.875,668,668
15,target2,block1,8,39,pot,o,1,1063,1257,-194,1063,1063
21,target1,block4,25,124,face,s,0,1322,1516.25,-194.25,1322,1322
28,target1,block3,18,88,sink,s,1,1478,1672.285714,-194.2857143,1478,1478
6,target2,block1,1,3,battle,no,0,1084,1278.75,-194.75,1084,1084
5,target1,block2,11,51,seem,s,1,1306,1500.75,-194.75,1306,1306
14,target1,block4,32,156,mouth,th,1,1149,1343.75,-194.75,1149,1149
20,filler,block2,11,55,tense,tense,1,1191,1385.857143,-194.8571429,1191,1191
35,target1,block4,25,124,face,s,0,844,1039.142857,-195.1428571,844,844
24,target2,block2,12,58,mop,o,1,1369,1564.375,-195.375,1369,1369
6,target2,block3,21,103,bad,no,1,590,785.375,-195.375,590,590
30,target2,block2,10,47,pot,o,1,1184,1379.714286,-195.7142857,1184,1184
6,target2,block1,6,28,bad,no,1,1083,1278.75,-195.75,1083,1083
12,target1,block3,24,116,seem,s,1,1192,1388.25,-196.25,1192,1192
4,target2,block4,25,123,tap,no,1,891,1087.25,-196.25,891,891
22,target1,block1,3,12,pass,s,1,981,1177.875,-196.875,981,981
37,target2,block3,19,93,block,o,1,1507,1704.125,-197.125,1507,1507
29,target2,block3,24,119,battle,no,1,1110,1307.142857,-197.1428571,1110,1110
8,target2,block2,9,43,foster,o,1,952,1149.25,-197.25,952,952
1,filler,block4,29,145,name,name,1,847,1044.625,-197.625,847,847
14,filler,block4,31,155,fold,fold,1,1146,1343.75,-197.75,1146,1146
5,filler,block3,18,90,hey,hey,1,852,1049.875,-197.875,852,852
15,target2,block2,12,58,mop,o,1,1059,1257,-198,1059,1059
18,target1,block2,12,59,thought,th,1,849,1047.25,-198.25,849,849
7,filler,block4,32,160,post,post,1,1089,1287.25,-198.25,1089,1089
28,target1,block4,30,148,thing,th,1,1500,1698.428571,-198.4285714,1500,1500
10,target1,block3,22,109,sought,s,1,1051,1249.625,-198.625,1051,1051
7,target1,block1,7,34,worse,s,1,1105,1303.666667,-198.6666667,1105,1105
6,target1,block2,15,74,sigh,s,0,1080,1278.75,-198.75,1080,1080
31,target1,block2,10,49,worse,s,0,1405,1603.875,-198.875,1405,1405
26,target1,block4,32,159,some,s,1,945,1144.25,-199.25,945,945
35,target1,block1,4,16,gross,s,1,1374,1573.285714,-199.2857143,1374,1374
32,target1,block4,29,144,math,th,1,806,1005.875,-199.875,806,806
2,target1,block3,23,111,think,th,1,993,1193.125,-200.125,993,993
35,target1,block4,27,133,sick,s,1,839,1039.142857,-200.1428571,839,839
12,target2,block3,17,84,bond,o,1,1188,1388.25,-200.25,1188,1188
12,target1,block3,20,99,worse,s,1,1188,1388.25,-200.25,1188,1188
35,target1,block2,16,76,myth,th,1,1373,1573.285714,-200.2857143,1373,1373
15,target2,block4,32,157,top,o,1,1066,1266.75,-200.75,1066,1066
25,filler,block4,27,135,resign,resign,1,858,1058.875,-200.875,858,858
16,filler,block1,6,30,male,male,1,1157,1358,-201,1157,1157
9,filler,block3,24,120,pention,pention,1,1181,1382,-201,1181,1181
24,target1,block3,23,111,think,th,1,1230,1431.25,-201.25,1230,1230
21,target2,block4,26,127,rack,no,0,1315,1516.25,-201.25,1315,1315
20,target1,block1,4,16,growth,th,0,1184,1385.857143,-201.8571429,1184,1184
8,target2,block2,16,77,battle,no,1,947,1149.25,-202.25,947,947
9,target2,block2,16,78,block,o,1,1169,1371.375,-202.375,1169,1169
32,target2,block3,21,103,bad,no,1,809,1011.375,-202.375,809,809
3,target2,block1,8,36,battle,no,1,1004,1206.5,-202.5,1004,1004
4,target2,block3,23,113,pot,o,1,806,1008.5,-202.5,806,806
19,filler,block1,3,15,tick,tick,1,1322,1524.75,-202.75,1322,1322
28,target2,block1,3,13,pat,no,1,1611,1814.25,-203.25,1611,1611
21,filler,block3,19,95,deal,deal,1,1038,1241.625,-203.625,1038,1038
9,target2,block3,23,113,pot,o,1,1178,1382,-204,1178,1178
2,target1,block2,13,62,worse,s,1,1043,1247.375,-204.375,1043,1043
2,filler,block2,15,75,money,money,1,1043,1247.375,-204.375,1043,1043
9,filler,block2,12,60,peach,peach,1,1167,1371.375,-204.375,1167,1167
27,filler,block1,6,30,male,male,1,1111,1315.625,-204.625,1111,1111
21,target2,block3,17,81,bad,no,0,1037,1241.625,-204.625,1037,1037
5,target1,block2,11,53,sigh,s,1,1296,1500.75,-204.75,1296,1296
5,target2,block4,31,152,socks,o,1,941,1145.857143,-204.8571429,941,941
26,target1,block1,8,38,think,th,0,1116,1321.375,-205.375,1116,1116
24,target1,block2,15,71,pass,s,1,1359,1564.375,-205.375,1359,1359
20,target2,block3,18,87,cap,no,1,1041,1246.375,-205.375,1041,1041
9,target1,block4,26,129,forth,th,1,1133,1338.375,-205.375,1133,1133
32,target2,block4,31,153,rat,no,1,800,1005.875,-205.875,800,800
17,target1,block3,21,102,miss,s,1,893,1099,-206,893,893
12,target2,block4,32,158,lack,no,0,1225,1431,-206,1225,1225
37,filler,block3,23,115,men,men,1,1498,1704.125,-206.125,1498,1498
10,target1,block4,25,124,face,s,0,1204,1410.571429,-206.5714286,1204,1204
10,target1,block3,24,118,pass,s,1,1043,1249.625,-206.625,1043,1043
26,filler,block3,24,120,pention,pention,1,1054,1260.625,-206.625,1054,1054
1,target2,block4,29,143,stamp,no,1,838,1044.625,-206.625,838,838
6,filler,block2,11,55,tense,tense,1,1072,1278.75,-206.75,1072,1072
20,target1,block2,13,62,worse,s,1,1179,1385.857143,-206.8571429,1179,1179
8,target2,block4,32,157,top,o,1,731,937.875,-206.875,731,731
33,target2,block4,25,121,backs,no,1,843,1050.125,-207.125,843,843
18,filler,block1,8,40,dental,dental,1,840,1047.25,-207.25,840,840
8,filler,block3,19,95,deal,deal,1,845,1052.25,-207.25,845,845
20,target1,block3,18,86,growth,th,0,1039,1246.375,-207.375,1039,1039
17,filler,block3,17,85,froze,froze,1,891,1099,-208,891,891
36,filler,block3,17,85,froze,froze,1,1400,1608.25,-208.25,1400,1400
32,target1,block4,26,129,forth,th,1,797,1005.875,-208.875,797,797
13,target1,block1,1,4,think,th,1,1205,1414,-209,1205,1205
2,target2,block4,26,127,rock,o,1,882,1091.25,-209.25,882,882
2,target2,block4,27,134,rat,no,0,882,1091.25,-209.25,882,882
3,filler,block2,13,65,cheek,cheek,1,997,1206.5,-209.5,997,997
4,filler,block3,19,95,deal,deal,1,799,1008.5,-209.5,799,799
3,target1,block4,28,139,thin,th,1,689,898.5,-209.5,689,689
1,target2,block4,29,141,rock,o,0,835,1044.625,-209.625,835,835
17,target2,block3,23,112,cap,no,0,889,1099,-210,889,889
2,target2,block3,18,89,black,no,1,983,1193.125,-210.125,983,983
2,target1,block3,23,114,worth,th,1,983,1193.125,-210.125,983,983
32,target2,block3,20,98,map,no,0,801,1011.375,-210.375,801,801
1,target1,block4,27,133,sick,s,1,834,1044.625,-210.625,834,834
20,filler,block4,26,130,hall,hall,1,1019,1229.75,-210.75,1019,1019
25,target2,block4,26,128,hot,o,1,848,1058.875,-210.875,848,848
25,target2,block2,14,69,cap,no,1,1087,1298,-211,1087,1087
11,target1,block4,28,137,mass,s,1,1196,1407.5,-211.5,1196,1196
1,target2,block1,8,36,battle,no,1,998,1209.875,-211.875,998,998
31,target2,block2,9,41,black,no,1,1392,1603.875,-211.875,1392,1392
29,filler,block3,21,105,know,know,1,1095,1307.142857,-212.1428571,1095,1095
24,target1,block2,14,68,sought,s,1,1352,1564.375,-212.375,1352,1352
9,target1,block4,32,156,mouth,th,1,1126,1338.375,-212.375,1126,1126
29,target1,block4,29,144,math,th,1,1127,1339.75,-212.75,1127,1127
9,target2,block3,18,89,black,no,1,1169,1382,-213,1169,1169
9,target1,block3,24,118,pass,s,1,1169,1382,-213,1169,1169
18,target1,block1,7,34,worth,th,0,834,1047.25,-213.25,834,834
28,filler,block2,14,70,fool,fool,1,1601,1814.25,-213.25,1601,1601
11,target1,block4,28,139,thin,th,1,1194,1407.5,-213.5,1194,1194
16,target1,block1,2,8,worth,th,1,1144,1358,-214,1144,1144
30,target1,block4,27,131,thumb,th,1,1203,1417.125,-214.125,1203,1203
15,target1,block3,21,102,miss,s,1,904,1118.142857,-214.1428571,904,904
31,target2,block3,18,89,black,no,1,1230,1444.142857,-214.1428571,1230,1230
32,filler,block1,3,15,tick,tick,1,1281,1495.25,-214.25,1281,1281
36,target2,block2,15,72,map,no,1,1477,1691.25,-214.25,1477,1477
26,target2,block1,5,24,block,o,1,1107,1321.375,-214.375,1107,1107
21,target2,block2,9,43,faster,no,0,1309,1523.428571,-214.4285714,1309,1309
20,target1,block1,2,6,seem,s,0,1171,1385.857143,-214.8571429,1171,1171
10,target2,block1,4,18,mop,o,1,1180,1394.875,-214.875,1180,1180
32,target2,block4,30,146,box,o,1,791,1005.875,-214.875,791,791
17,filler,block1,8,40,dental,dental,1,867,1082.125,-215.125,867,867
30,target2,block4,31,152,socks,o,1,1202,1417.125,-215.125,1202,1202
28,filler,block1,3,15,tick,tick,1,1599,1814.25,-215.25,1599,1599
35,target2,block1,5,21,foster,o,1,1358,1573.285714,-215.2857143,1358,1358
3,target2,block2,14,66,pat,no,1,991,1206.5,-215.5,991,991
1,target1,block3,24,116,theme,th,0,919,1134.625,-215.625,919,919
16,target1,block3,18,88,sink,s,1,866,1081.625,-215.625,866,866
21,target2,block3,22,106,mop,o,0,1026,1241.625,-215.625,1026,1026
26,filler,block3,18,90,hey,hey,1,1045,1260.625,-215.625,1045,1045
5,target2,block4,25,121,backs,no,1,930,1145.857143,-215.8571429,930,930
21,filler,block4,28,140,met,met,0,1300,1516.25,-216.25,1300,1300
6,target1,block3,17,83,myth,th,1,569,785.375,-216.375,569,569
32,filler,block3,18,90,hey,hey,1,795,1011.375,-216.375,795,795
11,target2,block3,23,112,cop,o,1,937,1153.571429,-216.5714286,937,937
27,target2,block1,6,27,bond,o,1,1099,1315.625,-216.625,1099,1099
19,filler,block4,26,130,hall,hall,1,1079,1295.75,-216.75,1079,1079
29,filler,block2,11,55,tense,tense,1,1274,1491.5,-217.5,1274,1274
1,target1,block3,22,109,sought,s,1,917,1134.625,-217.625,917,917
6,target2,block1,8,36,battle,no,1,1061,1278.75,-217.75,1061,1061
19,filler,block2,11,55,tense,tense,1,1307,1524.75,-217.75,1307,1307
34,target1,block1,5,23,pass,s,0,1802,2019.857143,-217.8571429,1802,1802
33,filler,block2,9,45,buy,buy,1,1085,1303,-218,1085,1085
3,target2,block3,23,113,pot,o,1,831,1049,-218,831,831
30,target2,block4,31,153,rat,no,1,1199,1417.125,-218.125,1199,1199
4,target2,block2,11,52,bad,no,1,971,1189.875,-218.875,971,971
16,target2,block4,32,158,lock,o,1,991,1210.5,-219.5,991,991
14,filler,block3,23,115,men,men,1,1290,1509.75,-219.75,1290,1290
4,target1,block1,6,26,growth,th,1,970,1189.875,-219.875,970,970
31,target2,block2,16,77,battle,no,1,1384,1603.875,-219.875,1384,1384
8,target1,block3,19,94,path,th,1,832,1052.25,-220.25,832,832
24,target1,block1,4,19,myth,th,1,1344,1564.375,-220.375,1344,1344
24,target2,block1,8,36,battle,no,1,1344,1564.375,-220.375,1344,1344
2,filler,block3,23,115,men,men,1,972,1193.125,-221.125,972,972
8,filler,block2,11,55,tense,tense,1,928,1149.25,-221.25,928,928
37,target1,block4,31,154,sin,s,1,1190,1411.333333,-221.3333333,1190,1190
30,filler,block1,3,15,tick,tick,1,1158,1379.714286,-221.7142857,1158,1158
20,target1,block2,14,67,think,th,1,1164,1385.857143,-221.8571429,1164,1164
36,target2,block4,30,146,box,o,1,788,1010,-222,788,788
35,target1,block3,19,91,thought,th,1,716,938.1428571,-222.1428571,716,716
25,target2,block3,18,87,cap,no,1,1125,1347.375,-222.375,1125,1125
1,target2,block4,30,149,hat,no,1,822,1044.625,-222.625,822,822
33,target1,block3,21,104,growth,th,1,639,861.875,-222.875,639,639
2,filler,block2,14,70,fool,fool,1,1024,1247.375,-223.375,1024,1024
1,target2,block1,2,7,faster,no,1,986,1209.875,-223.875,986,986
28,filler,block4,29,145,name,name,1,1474,1698.428571,-224.4285714,1474,1474
10,target2,block4,30,149,hat,no,1,1186,1410.571429,-224.5714286,1186,1186
23,filler,block2,14,70,fool,fool,1,1140,1364.625,-224.625,1140,1140
1,target2,block3,17,84,bond,o,1,910,1134.625,-224.625,910,910
21,target1,block3,22,107,sigh,s,1,1017,1241.625,-224.625,1017,1017
30,target1,block2,11,53,sigh,s,1,1155,1379.714286,-224.7142857,1155,1155
20,target2,block1,8,36,battle,no,1,1161,1385.857143,-224.8571429,1161,1161
10,filler,block1,7,35,guest,guest,1,1170,1394.875,-224.875,1170,1170
18,filler,block2,15,75,money,money,1,822,1047.25,-225.25,822,822
28,filler,block4,27,135,resign,resign,1,1473,1698.428571,-225.4285714,1473,1473
14,target1,block1,7,34,worse,s,1,1148,1373.5,-225.5,1148,1148
27,target1,block1,4,19,myth,th,1,1090,1315.625,-225.625,1090,1090
22,filler,block2,11,55,tense,tense,1,952,1177.875,-225.875,952,952
8,target2,block1,7,33,map,no,1,923,1149.25,-226.25,923,923
27,target1,block4,29,144,math,th,1,1366,1592.428571,-226.4285714,1366,1366
3,filler,block1,7,35,guest,guest,1,980,1206.5,-226.5,980,980
20,target2,block2,16,77,battle,no,1,1159,1385.857143,-226.8571429,1159,1159
34,target1,block4,28,137,math,th,0,1326,1552.857143,-226.8571429,1326,1326
36,filler,block2,9,45,buy,buy,1,1464,1691.25,-227.25,1464,1464
36,target2,block3,21,101,band,no,1,1381,1608.25,-227.25,1381,1381
6,target1,block3,24,116,seem,s,1,558,785.375,-227.375,558,558
34,target1,block4,29,144,math,th,1,1325,1552.857143,-227.8571429,1325,1325
8,target1,block4,30,148,thing,th,1,710,937.875,-227.875,710,710
12,filler,block2,9,45,buy,buy,1,1490,1718.125,-228.125,1490,1490
19,filler,block1,8,40,dental,dental,1,1296,1524.75,-228.75,1296,1296
5,target2,block2,15,73,bod,o,1,1272,1500.75,-228.75,1272,1272
4,filler,block1,8,40,dental,dental,1,961,1189.875,-228.875,961,961
8,target1,block4,29,144,math,th,1,709,937.875,-228.875,709,709
23,target1,block4,28,139,thin,th,1,853,1082,-229,853,853
15,filler,block3,19,95,deal,deal,1,889,1118.142857,-229.1428571,889,889
28,filler,block3,21,105,know,know,1,1443,1672.285714,-229.2857143,1443,1443
20,filler,block3,23,115,men,men,1,1017,1246.375,-229.375,1017,1017
25,target2,block4,27,132,lack,no,1,829,1058.875,-229.875,829,829
16,filler,block2,14,70,fool,fool,1,1128,1358,-230,1128,1128
17,filler,block2,10,50,near,near,1,852,1082.125,-230.125,852,852
2,target1,block3,20,96,theme,th,1,963,1193.125,-230.125,963,963
31,target1,block4,30,147,thick,th,1,1397,1627.166667,-230.1666667,1397,1397
8,target1,block2,10,46,gross,s,1,919,1149.25,-230.25,919,919
9,filler,block1,7,35,guest,guest,1,1141,1371.375,-230.375,1141,1141
19,filler,block3,19,95,deal,deal,1,926,1156.75,-230.75,926,926
20,target1,block2,10,49,worth,th,1,1155,1385.857143,-230.8571429,1155,1155
33,filler,block1,5,25,tear,tear,1,1072,1303,-231,1072,1072
33,target1,block4,32,156,mouth,th,1,819,1050.125,-231.125,819,819
26,filler,block4,25,125,beat,beat,1,913,1144.25,-231.25,913,913
32,target2,block3,24,117,foster,o,0,780,1011.375,-231.375,780,780
29,target1,block2,14,68,sought,s,1,1260,1491.5,-231.5,1260,1260
37,filler,block1,3,15,tick,tick,1,1523,1755.25,-232.25,1523,1523
18,target2,block4,30,149,hat,no,1,904,1136.25,-232.25,904,904
24,target2,block1,4,18,mop,o,1,1332,1564.375,-232.375,1332,1332
3,target2,block4,32,157,top,o,1,666,898.5,-232.5,666,666
22,target2,block1,7,33,map,no,1,945,1177.875,-232.875,945,945
34,filler,block4,31,155,fold,fold,1,1319,1552.857143,-233.8571429,1319,1319
15,filler,block2,15,75,money,money,1,1023,1257,-234,1023,1023
30,target1,block2,11,51,seem,s,1,1145,1379.714286,-234.7142857,1145,1145
1,target1,block2,16,79,theme,th,1,975,1209.875,-234.875,975,975
33,filler,block3,21,105,know,know,1,627,861.875,-234.875,627,627
20,filler,block4,32,160,post,post,1,994,1229.75,-235.75,994,994
17,target2,block4,28,136,stomp,o,1,1400,1635.857143,-235.8571429,1400,1400
2,target2,block3,23,112,cap,no,0,957,1193.125,-236.125,957,957
1,target2,block2,9,43,foster,o,1,973,1209.875,-236.875,973,973
24,target2,block1,5,21,foster,o,1,1327,1564.375,-237.375,1327,1327
27,target2,block4,31,152,socks,o,1,1355,1592.428571,-237.4285714,1355,1355
28,target1,block4,28,139,thin,th,1,1461,1698.428571,-237.4285714,1461,1461
23,target2,block1,5,24,block,o,1,1127,1364.625,-237.625,1127,1127
4,target2,block4,29,141,rack,no,1,849,1087.25,-238.25,849,849
28,target2,block4,27,132,lack,no,1,1460,1698.428571,-238.4285714,1460,1460
7,filler,block2,10,50,near,near,1,1065,1303.666667,-238.6666667,1065,1065
33,target2,block3,17,81,bod,o,1,623,861.875,-238.875,623,623
33,target2,block2,12,58,mop,o,1,1064,1303,-239,1064,1064
7,target1,block3,22,107,sigh,s,1,825,1064,-239,825,825
12,target2,block4,30,149,hat,no,1,1192,1431,-239,1192,1192
2,target2,block3,21,101,band,no,1,954,1193.125,-239.125,954,954
2,filler,block3,21,105,know,know,1,954,1193.125,-239.125,954,954
34,target1,block3,24,118,path,th,0,1656,1895.125,-239.125,1656,1656
22,target2,block4,29,143,stamp,no,1,738,977.5,-239.5,738,738
23,filler,block2,12,60,peach,peach,1,1125,1364.625,-239.625,1125,1125
5,filler,block4,29,145,name,name,1,906,1145.857143,-239.8571429,906,906
17,target2,block4,26,127,rock,o,1,1396,1635.857143,-239.8571429,1396,1396
13,target2,block1,4,18,map,no,0,1174,1414,-240,1174,1174
15,filler,block1,7,35,guest,guest,1,1017,1257,-240,1017,1017
2,target2,block3,22,108,battle,no,0,953,1193.125,-240.125,953,953
15,target2,block3,23,113,pot,o,1,878,1118.142857,-240.1428571,878,878
2,target1,block4,28,139,thin,th,1,851,1091.25,-240.25,851,851
20,target2,block3,21,101,band,no,1,1006,1246.375,-240.375,1006,1006
15,filler,block1,6,30,male,male,1,1016,1257,-241,1016,1016
36,target2,block2,14,69,cap,no,1,1449,1691.25,-242.25,1449,1449
15,target2,block4,32,158,lock,o,1,1024,1266.75,-242.75,1024,1024
20,target2,block2,15,72,map,no,1,1143,1385.857143,-242.8571429,1143,1143
32,filler,block4,29,145,name,name,1,763,1005.875,-242.875,763,763
18,target2,block1,1,3,battle,no,0,804,1047.25,-243.25,804,804
4,target2,block4,27,132,lack,no,1,844,1087.25,-243.25,844,844
9,target2,block1,3,13,pat,no,1,1128,1371.375,-243.375,1128,1128
21,target1,block3,17,83,myth,th,1,998,1241.625,-243.625,998,998
20,target1,block2,16,79,seem,s,0,1142,1385.857143,-243.8571429,1142,1142
24,target1,block4,28,139,thin,th,1,1266,1509.875,-243.875,1266,1266
9,target2,block3,21,103,bad,no,1,1138,1382,-244,1138,1138
6,target2,block4,30,146,box,o,1,528,772.125,-244.125,528,528
30,filler,block4,32,160,post,post,1,1173,1417.125,-244.125,1173,1173
36,target2,block1,4,17,bad,no,0,1447,1691.25,-244.25,1447,1447
24,target1,block1,2,6,theme,th,1,1320,1564.375,-244.375,1320,1320
9,target1,block2,9,42,sink,s,1,1127,1371.375,-244.375,1127,1127
28,target1,block4,27,131,thumb,th,1,1454,1698.428571,-244.4285714,1454,1454
22,target1,block4,27,133,sick,s,1,733,977.5,-244.5,733,733
21,target1,block3,23,111,think,th,1,997,1241.625,-244.625,997,997
